Document,Word,Score
1,carri,0.008366213760295851
1,case,0.02145711482280086
1,cast,0.008366213760295851
1,catch,0.0071692095596667125
1,caught,0.008366213760295851
1,caus,0.05018446691766699
1,cctv,0.0071692095596667125
1,certain,0.019818841151121293
1,chair,0.009909420575560646
1,chanc,0.008366213760295851
1,charg,0.006191185914966789
1,chase,0.009909420575560646
1,chat,0.02867683823866685
1,child,0.008366213760295851
1,chill,0.012084448420889708
1,chilli,0.009909420575560646
1,china,0.012084448420889708
1,circumst,0.0071692095596667125
1,classmat,0.012084448420889708
1,clear,0.01072855741140043
1,clever,0.016732427520591703
1,clockwork,0.012084448420889708
1,coffe,0.006191185914966789
1,collect,0.012084448420889708
1,coma,0.012084448420889708
1,come,0.11264985281970452
1,comfi,0.012084448420889708
1,comfort,0.012084448420889708
1,commit,0.014338419119333425
1,compact,0.012084448420889708
1,compel,0.009909420575560646
1,compliment,0.012084448420889708
1,compon,0.012084448420889708
1,comprehens,0.012084448420889708
1,compuls,0.02972826172668194
1,conceiv,0.012084448420889708
1,conclus,0.012084448420889708
1,congratul,0.012084448420889708
1,consid,0.009909420575560646
1,constant,0.012084448420889708
1,consum,0.012084448420889708
1,contagi,0.012084448420889708
1,contain,0.009909420575560646
1,contract,0.012084448420889708
1,convers,0.0071692095596667125
1,cool,0.008366213760295851
1,cop,0.009909420575560646
1,corrupt,0.009909420575560646
1,cost,0.006191185914966789
1,could,0.04827850835130194
1,couldnt,0.01072855741140043
1,cours,0.01072855741140043
1,cover,0.0071692095596667125
1,cps,0.012084448420889708
1,credibl,0.012084448420889708
1,credit,0.008366213760295851
1,cremat,0.024168896841779416
1,crime,0.02145711482280086
1,crimin,0.024168896841779416
1,criteria,0.012084448420889708
1,cruel,0.019818841151121293
1,crush,0.024168896841779416
1,cup,0.012084448420889708
1,cut,0.0071692095596667125
1,dad,0.033464855041183406
1,dalton,0.012084448420889708
1,dark,0.016732427520591703
1,data,0.009909420575560646
1,daughter,0.019818841151121293
1,day,0.02682139352850108
1,dazzl,0.012084448420889708
1,dci,0.01072855741140043
1,dead,0.018573557744900368
1,deal,0.006191185914966789
1,death,0.006191185914966789
1,decis,0.009909420575560646
1,deep,0.016732427520591703
1,degrad,0.012084448420889708
1,demonstr,0.012084448420889708
1,depart,0.012084448420889708
1,deserv,0.009909420575560646
1,design,0.012084448420889708
1,detain,0.012084448420889708
1,di,0.012084448420889708
1,didnt,0.06437134446840259
1,die,0.005364278705700215
1,differ,0.024764743659867156
1,difficulti,0.009909420575560646
1,dig,0.008366213760295851
1,digest,0.012084448420889708
1,dignifi,0.012084448420889708
1,dinner,0.03625334526266912
1,disassembl,0.012084448420889708
1,disc,0.012084448420889708
1,disciplinari,0.012084448420889708
1,discuss,0.016732427520591703
1,distribut,0.012084448420889708
1,ditch,0.012084448420889708
1,dizzi,0.012084448420889708
1,doesnt,0.05364278705700216
1,dog,0.12549320640443778
1,done,0.032185672234201296
1,dont,0.18238547599380733
1,door,0.012382371829933578
1,doubt,0.008366213760295851
1,dougla,0.03625334526266912
1,drag,0.012382371829933578
1,drain,0.009909420575560646
1,dress,0.019818841151121293
1,ds,0.0071692095596667125
1,dug,0.012084448420889708
1,earli,0.0071692095596667125
1,earlier,0.008366213760295851
1,easi,0.01072855741140043
1,edict,0.012084448420889708
1,effect,0.009909420575560646
1,effici,0.009909420575560646
1,eh,0.005364278705700215
1,elimin,0.009909420575560646
1,els,0.02682139352850108
1,embarrass,0.016732427520591703
1,emerg,0.0071692095596667125
1,emma,0.03625334526266912
1,empathi,0.012084448420889708
1,end,0.005364278705700215
1,enigma,0.012084448420889708
1,enjoy,0.019818841151121293
1,enough,0.02145711482280086
1,entir,0.012084448420889708
1,entri,0.009909420575560646
1,equal,0.009909420575560646
1,estat,0.008366213760295851
1,etc,0.012084448420889708
1,even,0.016092836117100648
1,ever,0.02682139352850108
1,everyon,0.014338419119333425
1,everyth,0.037147115489800736
1,evid,0.04952948731973431
1,evidenceshap,0.012084448420889708
1,evidentiari,0.012084448420889708
1,evil,0.019818841151121293
1,exact,0.014338419119333425
1,exagger,0.012084448420889708
1,exalt,0.012084448420889708
1,excel,0.008366213760295851
1,except,0.014338419119333425
1,excit,0.012084448420889708
1,excus,0.006191185914966789
1,exhaust,0.024168896841779416
1,exhusband,0.009909420575560646
1,exist,0.0071692095596667125
1,expect,0.02867683823866685
1,experienc,0.012084448420889708
1,eye,0.014338419119333425
1,face,0.018573557744900368
1,fall,0.033464855041183406
1,famili,0.005364278705700215
1,familiar,0.012084448420889708
1,far,0.006191185914966789
1,father,0.008366213760295851
1,fatuous,0.012084448420889708
1,fault,0.006191185914966789
1,faulti,0.012084448420889708
1,feel,0.03754995093990151
1,fellow,0.009909420575560646
1,figur,0.009909420575560646
1,find,0.04291422964560172
1,fine,0.02145711482280086
1,fire,0.012382371829933578
1,first,0.02682139352850108
1,flat,0.008366213760295851
1,flower,0.024168896841779416
1,follow,0.008366213760295851
1,foolish,0.012084448420889708
1,forens,0.012382371829933578
1,forgotten,0.008366213760295851
1,found,0.016092836117100648
1,four,0.021507628679000138
1,fragment,0.012084448420889708
1,frame,0.019818841151121293
1,freak,0.019818841151121293
1,free,0.006191185914966789
1,friend,0.005364278705700215
1,frighten,0.009909420575560646
1,full,0.008366213760295851
1,gabriella,0.012084448420889708
1,gain,0.012084448420889708
1,galaxi,0.012084448420889708
1,garden,0.009909420575560646
1,gather,0.012084448420889708
1,gave,0.006191185914966789
1,general,0.009909420575560646
1,generous,0.012084448420889708
1,genius,0.008366213760295851
1,gestur,0.012084448420889708
1,get,0.09655701670260387
1,girl,0.021507628679000138
1,give,0.03754995093990151
1,given,0.006191185914966789
1,glasgow,0.012084448420889708
1,glass,0.0071692095596667125
1,glock,0.012084448420889708
1,glove,0.009909420575560646
1,go,0.11264985281970452
1,god,0.04827850835130194
1,goe,0.01072855741140043
1,gon,0.12549320640443778
1,gone,0.024764743659867156
1,good,0.09119273799690367
1,got,0.09119273799690367
1,gotten,0.012084448420889708
1,gracious,0.009909420575560646
1,grand,0.012084448420889708
1,gravit,0.012084448420889708
1,great,0.01072855741140043
1,ground,0.033464855041183406
1,guess,0.021507628679000138
1,guilt,0.019818841151121293
1,guilti,0.024168896841779416
1,gullet,0.012084448420889708
1,gun,0.13621498163366755
1,guv,0.018573557744900368
1,hand,0.02682139352850108
1,handgun,0.012084448420889708
1,handsom,0.012084448420889708
1,happen,0.08046418058550324
1,happi,0.0071692095596667125
1,hard,0.012382371829933578
1,harm,0.009909420575560646
1,hate,0.033464855041183406
1,havent,0.012382371829933578
1,head,0.02682139352850108
1,hear,0.01072855741140043
1,heard,0.014338419119333425
1,heart,0.012382371829933578
1,heavili,0.009909420575560646
1,hell,0.012382371829933578
1,hello,0.016092836117100648
1,help,0.02682139352850108
1,henri,0.06191185914966789
1,here,0.008366213760295851
1,hes,0.05900706576270237
1,hey,0.024764743659867156
1,hi,0.012382371829933578
1,hide,0.009909420575560646
1,high,0.009909420575560646
1,hill,0.009909420575560646
1,hmm,0.03754995093990151
1,hold,0.012382371829933578
1,hole,0.019818841151121293
1,home,0.032185672234201296
1,homework,0.009909420575560646
1,honest,0.012382371829933578
1,honour,0.009909420575560646
1,hop,0.009909420575560646
1,hope,0.009909420575560646
1,hot,0.019818841151121293
1,hous,0.018573557744900368
1,huh,0.008366213760295851
1,humour,0.009909420575560646
1,hurri,0.012084448420889708
1,hurt,0.024764743659867156
1,husband,0.024764743659867156
1,ian,0.005364278705700215
1,id,0.016092836117100648
1,idea,0.012382371829933578
1,ill,0.03754995093990151
1,im,0.24675682046220992
1,imag,0.012084448420889708
1,imperfect,0.012084448420889708
1,impress,0.008366213760295851
1,indic,0.009909420575560646
1,infer,0.024168896841779416
1,infuri,0.012084448420889708
1,innit,0.009909420575560646
1,innoc,0.0071692095596667125
1,inquiri,0.024168896841779416
1,interact,0.024168896841779416
1,interest,0.006191185914966789
1,interrog,0.009909420575560646
1,intim,0.009909420575560646
1,intrud,0.024168896841779416
1,invas,0.012084448420889708
1,invest,0.012084448420889708
1,investig,0.012382371829933578
1,involv,0.008366213760295851
1,isnt,0.024764743659867156
1,issu,0.025098641280887554
1,itll,0.0071692095596667125
1,ive,0.0697356231741028
1,iã¢â€â™ll,0.012084448420889708
1,job,0.01072855741140043
1,john,0.14483552505390582
1,judg,0.008366213760295851
1,justin,0.012382371829933578
1,keep,0.032185672234201296
1,kept,0.025098641280887554
1,kid,0.0071692095596667125
1,kill,0.04827850835130194
1,killer,0.0071692095596667125
1,kind,0.037147115489800736
1,king,0.008366213760295851
1,kiss,0.009909420575560646
1,knew,0.012382371829933578
1,knive,0.012084448420889708
1,knock,0.019818841151121293
1,knot,0.012084448420889708
1,know,0.28967105010781163
1,known,0.006191185914966789
1,last,0.01072855741140043
1,late,0.009909420575560646
1,later,0.018573557744900368
1,laugh,0.008366213760295851
1,laura,0.012084448420889708
1,law,0.012382371829933578
1,layout,0.012084448420889708
1,leap,0.024168896841779416
1,least,0.008366213760295851
1,leav,0.03754995093990151
1,left,0.016092836117100648
1,leg,0.008366213760295851
1,less,0.008366213760295851
1,let,0.05364278705700216
1,liar,0.0071692095596667125
1,librari,0.012084448420889708
1,lie,0.03754995093990151
1,life,0.01072855741140043
1,light,0.0071692095596667125
1,lightweight,0.012084448420889708
1,like,0.11801413152540474
1,line,0.016732427520591703
1,listen,0.02145711482280086
1,littl,0.016092836117100648
1,live,0.04291422964560172
1,lobbi,0.012084448420889708
1,locat,0.009909420575560646
1,logic,0.012084448420889708
1,lone,0.009909420575560646
1,long,0.02682139352850108
1,look,0.10728557411400431
1,loos,0.009909420575560646
1,lose,0.006191185914966789
1,lost,0.006191185914966789
1,love,0.04827850835130194
1,lowcalibr,0.012084448420889708
1,luther,0.03754995093990151
1,maam,0.008366213760295851
1,mad,0.021507628679000138
1,made,0.006191185914966789
1,madsen,0.037147115489800736
1,magistr,0.024168896841779416
1,make,0.08582845929120345
1,malign,0.019818841151121293
1,man,0.02682139352850108
1,manag,0.009909420575560646
1,mani,0.030955929574833944
1,mantelpiec,0.012084448420889708
1,marit,0.012084448420889708
1,mark,0.018573557744900368
1,marri,0.0071692095596667125
1,marriag,0.014338419119333425
1,mate,0.02145711482280086
1,materi,0.009909420575560646
1,matter,0.037147115489800736
1,matur,0.012084448420889708
1,maximis,0.012084448420889708
1,may,0.02145711482280086
1,mayb,0.01072855741140043
1,mean,0.06437134446840259
1,measur,0.012084448420889708
1,medic,0.008366213760295851
1,meet,0.016092836117100648
1,melt,0.04833779368355883
1,men,0.01072855741140043
1,mess,0.006191185914966789
1,met,0.02867683823866685
1,mia,0.024168896841779416
1,might,0.01072855741140043
1,mile,0.009909420575560646
1,milk,0.012084448420889708
1,mimic,0.012084448420889708
1,mind,0.005364278705700215
1,mine,0.012084448420889708
1,minus,0.012084448420889708
1,minut,0.032185672234201296
1,miss,0.043015257358000276
1,mistak,0.008366213760295851
1,moment,0.006191185914966789
1,money,0.006191185914966789
1,monoton,0.012084448420889708
1,monster,0.012084448420889708
1,month,0.02867683823866685
1,morgan,0.10876077888384605
1,morn,0.021507628679000138
1,mother,0.009909420575560646
1,motiv,0.039637682302242586
1,much,0.01072855741140043
1,mum,0.07927536460448517
1,murder,0.016092836117100648
1,must,0.02682139352850108
1,na,0.12549320640443778
1,name,0.005364278705700215
1,narcissist,0.019818841151121293
1,near,0.0071692095596667125
1,neck,0.012084448420889708
1,need,0.16629263987670667
1,negat,0.02972826172668194
1,never,0.05364278705700216
1,news,0.018573557744900368
1,newspap,0.012084448420889708
1,next,0.02682139352850108
1,nice,0.024764743659867156
1,night,0.012382371829933578
1,nine,0.014338419119333425
1,nitroglycerin,0.012084448420889708
1,none,0.025098641280887554
1,normal,0.008366213760295851
1,north,0.0071692095596667125
1,noth,0.08046418058550324
1,number,0.006191185914966789
1,observ,0.012084448420889708
1,obvious,0.009909420575560646
1,ockham,0.012084448420889708
1,odditi,0.012084448420889708
1,offal,0.012084448420889708
1,offend,0.02972826172668194
1,offic,0.02145711482280086
1,oh,0.08582845929120345
1,okay,0.15059184768532533
1,old,0.016732427520591703
1,one,0.11264985281970452
1,open,0.012382371829933578
1,opposit,0.012084448420889708
1,other,0.014338419119333425
1,ouch,0.012084448420889708
1,ounc,0.012084448420889708
1,outer,0.012084448420889708
1,oven,0.012084448420889708
1,overkil,0.012084448420889708
1,oxford,0.012084448420889708
1,oxygen,0.012084448420889708
1,pain,0.019818841151121293
1,panel,0.024168896841779416
1,parabellum,0.012084448420889708
1,parent,0.0645228860370004
1,part,0.021507628679000138
1,particular,0.008366213760295851
1,patient,0.009909420575560646
1,pau,0.012084448420889708
1,peopl,0.04827850835130194
1,perfect,0.008366213760295851
1,perhap,0.0071692095596667125
1,perman,0.009909420575560646
1,person,0.014338419119333425
1,pervers,0.012084448420889708
1,phd,0.012084448420889708
1,phone,0.005364278705700215
1,physic,0.03625334526266912
1,pictur,0.008366213760295851
1,piec,0.014338419119333425
1,pill,0.012084448420889708
1,pistol,0.012084448420889708
1,pitiless,0.024168896841779416
1,place,0.02145711482280086
1,plant,0.009909420575560646
1,plasterboard,0.024168896841779416
1,plastic,0.03625334526266912
1,pleas,0.16629263987670667
1,pocket,0.009909420575560646
1,poet,0.012084448420889708
1,point,0.02867683823866685
1,polic,0.03754995093990151
1,policeman,0.039637682302242586
1,polym,0.03625334526266912
1,possibl,0.012382371829933578
1,postul,0.012084448420889708
1,power,0.008366213760295851
1,practic,0.024168896841779416
1,premis,0.012084448420889708
1,prepar,0.008366213760295851
1,presenc,0.016732427520591703
1,press,0.0071692095596667125
1,prestig,0.009909420575560646
1,presumpt,0.012084448420889708
1,pretti,0.006191185914966789
1,principl,0.012084448420889708
1,proactiv,0.012084448420889708
1,proceed,0.009909420575560646
1,process,0.009909420575560646
1,prodigi,0.012084448420889708
1,profession,0.012084448420889708
1,project,0.009909420575560646
1,proof,0.008366213760295851
1,protect,0.0071692095596667125
1,protocol,0.024168896841779416
1,proud,0.016732427520591703
1,prove,0.055720673234701104
1,provid,0.009909420575560646
1,publish,0.008366213760295851
1,punish,0.0071692095596667125
1,pure,0.012084448420889708
1,put,0.016092836117100648
1,question,0.01072855741140043
1,quit,0.005364278705700215
1,ran,0.009909420575560646
1,random,0.009909420575560646
1,rank,0.012084448420889708
1,ration,0.012084448420889708
1,raus,0.04833779368355883
1,razor,0.012084448420889708
1,react,0.012084448420889708
1,read,0.008366213760295851
1,real,0.0071692095596667125
1,realli,0.05900706576270237
1,reason,0.018573557744900368
1,recognis,0.009909420575560646
1,recognit,0.012084448420889708
1,reduc,0.009909420575560646
1,reed,0.012382371829933578
1,relax,0.009909420575560646
1,rememb,0.018573557744900368
1,remind,0.009909420575560646
1,request,0.012084448420889708
1,research,0.012084448420889708
1,respect,0.014338419119333425
1,respond,0.008366213760295851
1,revel,0.012084448420889708
1,right,0.18238547599380733
1,ring,0.014338419119333425
1,ripley,0.005364278705700215
1,risk,0.014338419119333425
1,robberi,0.009909420575560646
1,room,0.032185672234201296
1,rose,0.014338419119333425
1,round,0.0573536764773337
1,ruinat,0.012084448420889708
1,rule,0.0071692095596667125
1,sack,0.009909420575560646
1,safe,0.006191185914966789
1,said,0.016092836117100648
1,sake,0.012084448420889708
1,sat,0.012084448420889708
1,saw,0.025098641280887554
1,say,0.08046418058550324
1,scale,0.012084448420889708
1,scare,0.005364278705700215
1,scenario,0.012084448420889708
1,scene,0.018573557744900368
1,school,0.008366213760295851
1,search,0.014338419119333425
1,second,0.0071692095596667125
1,secret,0.008366213760295851
1,section,0.012084448420889708
1,secur,0.008366213760295851
1,see,0.07509990187980302
1,seem,0.02682139352850108
1,seen,0.008366213760295851
1,selfaffirm,0.009909420575560646
1,send,0.01072855741140043
1,senior,0.009909420575560646
1,sens,0.014338419119333425
1,separ,0.039637682302242586
1,serious,0.005364278705700215
1,serv,0.008366213760295851
1,servic,0.008366213760295851
1,sex,0.04183106880147926
1,sexual,0.021507628679000138
1,shall,0.008366213760295851
1,shell,0.008366213760295851
1,shes,0.0697356231741028
1,shh,0.033464855041183406
1,shine,0.012084448420889708
1,shock,0.019818841151121293
1,shoot,0.008366213760295851
1,shooter,0.016732427520591703
1,shop,0.0071692095596667125
1,shorten,0.012084448420889708
1,shot,0.016732427520591703
1,shove,0.009909420575560646
1,show,0.006191185914966789
1,sick,0.025098641280887554
1,side,0.0071692095596667125
1,sight,0.0071692095596667125
1,sign,0.024764743659867156
1,simplest,0.012084448420889708
1,singular,0.012084448420889708
1,sir,0.02682139352850108
1,sit,0.006191185914966789
1,situat,0.0071692095596667125
1,skew,0.012084448420889708
1,skin,0.012084448420889708
1,sleep,0.016732427520591703
1,slip,0.009909420575560646
1,slow,0.019818841151121293
1,small,0.009909420575560646
1,smart,0.012084448420889708
1,smile,0.008366213760295851
1,sneak,0.009909420575560646
1,snore,0.012084448420889708
1,sod,0.019818841151121293
1,solut,0.019818841151121293
1,somebodi,0.0071692095596667125
1,someon,0.07509990187980302
1,someth,0.04291422964560172
1,sometim,0.021507628679000138
1,somewher,0.012382371829933578
1,song,0.019818841151121293
1,sooner,0.012084448420889708
1,sorri,0.0697356231741028
1,sort,0.016732427520591703
1,souvenir,0.012084448420889708
1,space,0.024168896841779416
1,speak,0.016092836117100648
1,special,0.0071692095596667125
1,speech,0.02972826172668194
1,spend,0.009909420575560646
1,spent,0.019818841151121293
1,splendid,0.012084448420889708
1,spoken,0.008366213760295851
1,spring,0.012084448420889708
1,stage,0.021507628679000138
1,stand,0.0071692095596667125
1,stare,0.012084448420889708
1,station,0.008366213760295851
1,stay,0.02145711482280086
1,steel,0.012084448420889708
1,still,0.016092836117100648
1,stole,0.012084448420889708
1,stomach,0.024168896841779416
1,stop,0.032185672234201296
1,strang,0.03625334526266912
1,strategi,0.012084448420889708
1,street,0.01072855741140043
1,stress,0.008366213760295851
1,stuck,0.012084448420889708
1,stuff,0.012382371829933578
1,substanc,0.012084448420889708
1,substanti,0.012084448420889708
1,suck,0.009909420575560646
1,suggest,0.009909420575560646
1,suicid,0.009909420575560646
1,suppos,0.006191185914966789
1,sure,0.02682139352850108
1,surpris,0.019818841151121293
1,survivor,0.012084448420889708
1,suspect,0.005364278705700215
1,suspicion,0.009909420575560646
1,swear,0.008366213760295851
1,take,0.04827850835130194
1,talk,0.05900706576270237
1,tangent,0.012084448420889708
1,tea,0.021507628679000138
1,telescop,0.012084448420889708
1,tell,0.0697356231741028
1,temptat,0.009909420575560646
1,terribl,0.016732427520591703
1,thank,0.05364278705700216
1,that,0.12874268893680518
1,there,0.05364278705700216
1,theyr,0.018573557744900368
1,thing,0.09655701670260387
1,think,0.11801413152540474
1,thirteen,0.012084448420889708
1,though,0.0071692095596667125
1,thought,0.01072855741140043
1,threat,0.0071692095596667125
1,threaten,0.012382371829933578
1,three,0.02145711482280086
1,throw,0.008366213760295851
1,time,0.07509990187980302
1,timelin,0.024168896841779416
1,tire,0.039637682302242586
1,today,0.016092836117100648
1,togeth,0.014338419119333425
1,told,0.005364278705700215
1,tonight,0.014338419119333425
1,torch,0.012084448420889708
1,touch,0.043015257358000276
1,trace,0.005364278705700215
1,traceabl,0.012084448420889708
1,tract,0.012084448420889708
1,train,0.016732427520591703
1,travel,0.012084448420889708
1,tri,0.02682139352850108
1,trial,0.008366213760295851
1,troubl,0.006191185914966789
1,true,0.033464855041183406
1,trust,0.005364278705700215
1,turn,0.02682139352850108
1,two,0.016092836117100648
1,type,0.009909420575560646
1,typic,0.012084448420889708
1,uh,0.039637682302242586
1,ultracompact,0.012084448420889708
1,um,0.04952948731973431
1,unambigu,0.012084448420889708
1,unassist,0.009909420575560646
1,unbalanc,0.012084448420889708
1,understand,0.02145711482280086
1,unduli,0.012084448420889708
1,uneas,0.012084448420889708
1,unit,0.006191185914966789
1,univers,0.009909420575560646
1,unlock,0.012084448420889708
1,unusu,0.012084448420889708
1,upstair,0.008366213760295851
1,urn,0.024168896841779416
1,us,0.032185672234201296
1,use,0.01072855741140043
1,valu,0.014338419119333425
1,vantag,0.012084448420889708
1,verdict,0.012084448420889708
1,victim,0.014338419119333425
1,visibl,0.012084448420889708
1,wait,0.018573557744900368
1,wake,0.012382371829933578
1,walk,0.006191185914966789
1,want,0.07509990187980302
1,warn,0.0071692095596667125
1,warrant,0.0071692095596667125
1,wasnt,0.014338419119333425
1,watch,0.024764743659867156
1,water,0.009909420575560646
1,way,0.05900706576270237
1,weak,0.016732427520591703
1,weapon,0.016732427520591703
1,week,0.0071692095596667125
1,weigh,0.012084448420889708
1,weird,0.025098641280887554
1,welcom,0.04833779368355883
1,well,0.11801413152540474
1,went,0.012382371829933578
1,werent,0.008366213760295851
1,weve,0.016092836117100648
1,what,0.04291422964560172
1,whatev,0.01072855741140043
1,where,0.016732427520591703
1,whys,0.012084448420889708
1,wife,0.032185672234201296
1,wild,0.012084448420889708
1,wish,0.01072855741140043
1,wit,0.021507628679000138
1,without,0.0071692095596667125
1,woman,0.016092836117100648
1,wonder,0.024764743659867156
1,wont,0.016092836117100648
1,work,0.02682139352850108
1,workabl,0.012084448420889708
1,world,0.01072855741140043
1,worri,0.008366213760295851
1,would,0.0697356231741028
1,wouldnt,0.02145711482280086
1,wow,0.016732427520591703
1,write,0.008366213760295851
1,wrong,0.05364278705700216
1,wrongdo,0.012084448420889708
1,ya,0.008366213760295851
1,yawn,0.07250669052533824
1,yeah,0.08582845929120345
1,year,0.024764743659867156
1,yes,0.04827850835130194
1,yet,0.014338419119333425
1,youd,0.037147115489800736
1,youll,0.005364278705700215
1,young,0.006191185914966789
1,your,0.09655701670260387
1,youv,0.02145711482280086
1,zo,0.014338419119333425
1,zoe,0.11801413152540474
2,0,0.009904424148441518
2,10,0.0081217694864736
2,11,0.009904424148441518
2,12000,0.009904424148441518
2,13,0.0081217694864736
2,18,0.011751780439602877
2,185,0.009904424148441518
2,20,0.008793134730065927
2,20s,0.009904424148441518
2,219,0.019808848296883036
2,24,0.009904424148441518
2,2523301,0.019808848296883036
2,30000,0.009904424148441518
2,46,0.019808848296883036
2,500,0.009904424148441518
2,5km,0.009904424148441518
2,999,0.034284779376135256
2,abdomen,0.009904424148441518
2,abl,0.005875890219801438
2,accept,0.0081217694864736
2,achiev,0.006856955875227051
2,acknowledg,0.009904424148441518
2,act,0.005074301213259133
2,activ,0.0081217694864736
2,actual,0.025371506066295665
2,address,0.013713911750454102
2,administr,0.009904424148441518
2,admir,0.0081217694864736
2,afford,0.0081217694864736
2,afghanistan,0.03961769659376607
2,afraid,0.004396567365032964
2,aggrav,0.019808848296883036
2,ago,0.025371506066295665
2,agre,0.0081217694864736
2,ahead,0.005875890219801438
2,airwav,0.019808848296883036
2,alarm,0.006856955875227051
2,alcohol,0.009904424148441518
2,alert,0.0162435389729472
2,alic,0.0483622410153626
2,aliv,0.005074301213259133
2,allot,0.009904424148441518
2,alon,0.026379404190197783
2,alreadi,0.008793134730065927
2,also,0.013713911750454102
2,alway,0.029379451099007192
2,ambigu,0.019808848296883036
2,ambul,0.024365308459420802
2,america,0.009904424148441518
2,annoy,0.009904424148441518
2,anoth,0.0152229036397774
2,answer,0.025371506066295665
2,antiterror,0.04952212074220759
2,anyon,0.023503560879205753
2,anyth,0.03077597155523075
2,anyway,0.005875890219801438
2,anywher,0.0162435389729472
2,apart,0.006856955875227051
2,appeal,0.009904424148441518
2,appeas,0.009904424148441518
2,appreci,0.005875890219801438
2,apprehend,0.009904424148441518
2,approv,0.0081217694864736
2,arbitrari,0.009904424148441518
2,area,0.0081217694864736
2,arent,0.005074301213259133
2,argentin,0.009904424148441518
2,argu,0.0081217694864736
2,argument,0.009904424148441518
2,arm,0.03525534131880863
2,armagh,0.009904424148441518
2,armi,0.029713272445324554
2,armour,0.029713272445324554
2,around,0.0152229036397774
2,arrest,0.02198283682516482
2,arsehol,0.0081217694864736
2,asham,0.0162435389729472
2,ask,0.03517253892026371
2,assassin,0.009904424148441518
2,assault,0.017627670659404314
2,attempt,0.005875890219801438
2,attend,0.009904424148441518
2,audio,0.009904424148441518
2,avail,0.0162435389729472
2,avoid,0.009904424148441518
2,awar,0.0162435389729472
